Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2015-10-07,129.0625,129.125,128.609375,128.8125,963526.0,2767543.0
2015-10-06,128.828125,129.09375,128.6875,129.03125,1028992.0,2758059.0
2015-10-05,129.296875,129.46875,128.78125,128.828125,854072.0,2772222.0
2015-10-02,128.796875,130.015625,128.59375,129.34375,1841806.0,2769866.0
2015-10-01,128.875,129.03125,128.578125,128.75,1169112.0,2773932.0
2015-09-30,128.78125,128.875,128.34375,128.734375,2344341.0,2753439.0
2015-09-29,128.40625,128.890625,128.265625,128.8125,1270734.0,2700649.0
2015-09-28,127.890625,128.453125,127.828125,128.4375,956433.0,2685730.0
2015-09-25,127.875,127.984375,127.4375,127.84375,1116230.0,2713126.0
2015-09-24,127.90625,128.46875,127.8125,128.125,1217359.0,2676112.0
2015-09-23,128.046875,128.34375,127.78125,127.96875,875569.0,2628550.0
2015-09-22,127.40625,128.1875,127.390625,128.109375,910973.0,2625615.0
2015-09-21,127.90625,127.90625,127.328125,127.375,730184.0,2653625.0
2015-09-18,127.453125,128.015625,127.4375,127.96875,1059561.0,2659879.0
2015-09-17,126.578125,127.53125,126.53125,127.296875,2252738.0,2666677.0
2015-09-16,126.703125,126.875,126.515625,126.515625,974659.0,2690142.0
2015-09-15,127.546875,127.703125,126.578125,126.703125,1900524.0,2701663.0
2015-09-14,127.453125,127.6875,127.34375,127.546875,523946.0,2686111.0
2015-09-11,127.109375,127.59375,127.046875,127.53125,680192.0,2707604.0
2015-09-10,127.28125,127.484375,127.0,127.15625,952595.0,2696145.0
2015-09-09,127.34375,127.484375,126.796875,127.4375,2331183.0,2688996.0
2015-09-08,127.75,127.765625,127.234375,127.28125,757913.0,2664854.0
2015-09-04,127.4375,128.125,127.375,127.75,1203137.0,2649820.0
2015-09-03,127.171875,127.546875,127.15625,127.390625,899191.0,2629627.0
2015-09-02,127.4375,127.546875,127.078125,127.15625,1001307.0,2616499.0
2015-09-01,126.953125,127.5,126.890625,127.3125,1247080.0,2570672.0
2015-08-31,126.903125,127.709375,126.88125,127.178125,1800868.0,2033759.4
2015-08-28,127.4875,127.996875,127.325,127.434375,1021603.0,1592571.0
2015-08-27,127.69375,127.946875,127.3375,127.715625,2013083.6,1474834.8
2015-08-26,128.45625,128.7,127.671875,127.828125,2479514.2,1926907.8
2015-08-25,129.015625,129.125,128.015625,128.0625,2333390.0,2629452.0
2015-08-24,128.84375,129.890625,128.734375,129.203125,2382807.0,2807673.0
2015-08-21,128.46875,128.875,128.34375,128.671875,1244896.0,2917802.0
2015-08-20,128.0625,128.484375,128.03125,128.328125,1054657.0,2929422.0
2015-08-19,127.4375,128.234375,127.125,128.09375,1277161.0,2895567.0
2015-08-18,127.609375,127.90625,127.375,127.453125,700888.0,2900158.0
2015-08-17,127.390625,127.828125,127.328125,127.765625,642142.0,2888273.0
2015-08-14,127.46875,127.6875,127.1875,127.359375,707747.0,2908502.0
2015-08-13,127.859375,128.21875,127.40625,127.484375,1233841.0,2940486.0
2015-08-12,127.828125,128.6875,127.703125,127.96875,1526118.0,2943610.0
2015-08-11,127.09375,128.078125,127.03125,127.859375,1212481.0,2888095.0
2015-08-10,127.5,127.515625,126.953125,127.015625,653550.0,2878717.0
2015-08-07,127.0625,127.5625,126.8125,127.453125,1128190.0,2858925.0
2015-08-06,126.75,127.140625,126.65625,127.015625,805080.0,2880157.0
2015-08-05,127.109375,127.234375,126.546875,126.75,1261874.0,2900689.0
2015-08-04,127.796875,127.875,127.078125,127.265625,955687.0,2890151.0
2015-08-03,127.578125,127.921875,127.359375,127.828125,915775.0,2897378.0
2015-07-31,126.859375,127.625,126.640625,127.4375,1364587.0,2884872.0
2015-07-30,126.734375,126.90625,126.34375,126.84375,1186012.0,2808322.0
2015-07-29,126.921875,126.984375,126.625,126.8125,779045.0,2785919.0
2015-07-28,127.21875,127.234375,126.8125,127.0,818709.0,2778997.0
2015-07-27,126.78125,127.28125,126.765625,127.15625,750692.0,2776067.0
2015-07-24,126.59375,126.875,126.546875,126.71875,830417.0,2761745.0
2015-07-23,126.28125,126.6875,126.125,126.609375,1816444.0,2727435.0
2015-07-22,126.265625,126.484375,126.15625,126.3125,821774.0,2724737.0
2015-07-21,125.921875,126.296875,125.6875,126.203125,808965.0,2708469.0
2015-07-20,126.125,126.15625,125.703125,125.890625,734399.0,2706095.0
2015-07-17,126.140625,126.3125,125.890625,126.125,730798.0,2700818.0
2015-07-16,126.25,126.3125,125.859375,126.171875,855139.0,2683227.0
2015-07-15,125.96875,126.390625,125.609375,126.34375,1964217.0,2692189.0
2015-07-14,125.46875,126.03125,125.421875,125.9375,894726.0,2708208.0
2015-07-13,126.375,126.375,125.3125,125.59375,1127583.0,2718728.0
2015-07-10,126.515625,126.53125,125.6875,125.734375,1248703.0,2744870.0
2015-07-09,127.4375,127.5625,126.578125,126.671875,1065486.0,2732880.0
2015-07-08,126.890625,127.59375,126.859375,127.375,2771647.0,2724878.0
2015-07-07,126.640625,127.5625,126.46875,127.125,1462239.0,2720443.0
2015-07-06,127.0,127.203125,125.859375,126.765625,1220802.0,2694001.0
2015-07-02,125.46875,126.109375,125.15625,125.875,1197605.0,2704834.0
2015-07-01,125.96875,126.03125,125.28125,125.46875,1230763.0,2718643.0
2015-06-30,126.21875,126.390625,125.8125,126.171875,1677872.0,2708872.0
2015-06-29,126.3125,126.90625,125.59375,126.203125,1646019.0,2718108.0
2015-06-26,125.484375,125.625,124.90625,125.015625,1052003.0,2700125.0
2015-06-25,125.734375,125.8125,125.28125,125.578125,1237004.0,2712095.0
2015-06-24,125.453125,125.78125,125.328125,125.734375,1129152.0,2707927.0
2015-06-23,125.734375,125.796875,125.28125,125.453125,1172341.0,2694450.0
2015-06-22,126.4375,126.484375,125.6875,125.828125,1047861.0,2671238.0
2015-06-19,125.984375,126.640625,125.953125,126.578125,934632.0,2643677.0
2015-06-18,126.078125,126.5625,125.578125,125.859375,1571622.0,2625565.0
2015-06-17,125.984375,126.21875,125.171875,126.171875,1194642.0,2640962.0
2015-06-16,125.609375,125.96875,125.578125,125.90625,897947.0,2658410.0
2015-06-15,125.453125,125.96875,125.375,125.59375,1059035.0,2659485.0
2015-06-12,125.34375,125.71875,125.109375,125.3125,1287362.0,2703365.0
2015-06-11,124.6875,125.390625,124.453125,125.359375,1477718.0,2701881.0
2015-06-10,124.921875,125.0,124.515625,124.65625,1375228.0,2703270.0
2015-06-09,125.328125,125.59375,124.796875,125.109375,1114349.0,2684376.0
2015-06-08,125.0625,125.453125,124.984375,125.34375,869400.0,2685283.0
2015-06-05,125.921875,125.9375,124.6875,125.109375,1567826.0,2644838.0
2015-06-04,125.515625,126.0625,124.984375,125.9375,1823875.0,2685879.0
2015-06-03,126.328125,126.40625,125.34375,125.484375,1745149.0,2666683.0
2015-06-02,127.015625,127.03125,126.21875,126.3125,1478019.0,2642725.0
2015-06-01,127.484375,127.671875,126.859375,126.90625,1166252.0,2630313.0
2015-05-29,127.45625,127.840625,127.4125,127.8125,1106191.6,2164589.4
2015-05-28,127.521875,127.734375,127.428125,127.646875,1756251.6,1720056.8
2015-05-27,127.640625,127.709375,127.328125,127.640625,2475105.0,1675858.0
2015-05-26,127.384375,127.83125,127.19375,127.78125,2256294.6,2099678.6
2015-05-22,127.703125,127.90625,127.125,127.28125,1269905.0,2630068.0
2015-05-21,127.265625,127.734375,127.171875,127.71875,1324872.0,2696225.0
2015-05-20,126.875,127.4375,126.859375,127.265625,1268014.0,2749592.0
2015-05-19,127.296875,127.765625,126.765625,127.03125,1683223.0,2768512.0
2015-05-18,127.96875,128.09375,127.3125,127.375,983603.0,2757976.0
2015-05-15,127.40625,128.140625,127.40625,128.03125,1189243.0,2759547.0
2015-05-14,126.921875,127.5,126.84375,127.390625,1459563.0,2763759.0
2015-05-13,127.078125,127.671875,126.890625,126.984375,1909459.0,2755167.0
2015-05-12,126.8125,127.21875,126.203125,127.046875,2060371.0,2745320.0
2015-05-11,127.796875,128.0,126.796875,126.890625,1296218.0,2720232.0
2015-05-08,127.328125,128.203125,127.234375,127.828125,1659182.0,2757375.0
2015-05-07,126.984375,127.515625,126.421875,127.390625,1858768.0,2781688.0
2015-05-06,127.390625,127.484375,126.9375,127.09375,1563159.0,2800446.0
2015-05-05,127.71875,127.96875,127.25,127.421875,1465567.0,2791954.0
2015-05-04,127.875,128.078125,127.59375,127.765625,856398.0,2813470.0
2015-05-01,128.453125,128.453125,127.734375,127.78125,870273.0,2838032.0
2015-04-30,128.5,128.640625,127.8125,128.375,1938387.0,2866658.0
2015-04-29,128.734375,128.90625,128.09375,128.515625,2003995.0,2821767.0
2015-04-28,129.359375,129.40625,128.75,128.953125,1086032.0,2809260.0
2015-04-27,129.421875,129.578125,129.125,129.3125,685179.0,2805352.0
2015-04-24,129.0625,129.46875,128.90625,129.390625,1053906.0,2779537.0
2015-04-23,128.828125,129.203125,128.734375,129.140625,1167397.0,2814422.0
2015-04-22,129.40625,129.53125,128.703125,128.859375,1154342.0,2826644.0
2015-04-21,129.53125,129.71875,129.3125,129.359375,683716.0,2817420.0
2015-04-20,129.59375,129.796875,129.4375,129.53125,774226.0,2812393.0
2015-04-17,129.578125,129.96875,129.390625,129.8125,1152899.0,2821399.0
2015-04-16,129.5,129.75,129.265625,129.6875,1156839.0,2812797.0
2015-04-15,129.34375,129.625,129.25,129.4375,751454.0,2806350.0
2015-04-14,129.09375,129.703125,129.046875,129.3125,1152898.0,2817699.0
2015-04-13,128.84375,129.09375,128.578125,128.984375,758902.0,2821143.0
2015-04-10,128.828125,129.09375,128.75,128.8125,804933.0,2842611.0
2015-04-09,129.25,129.53125,128.75,128.84375,992516.0,2831620.0
2015-04-08,129.390625,129.546875,129.109375,129.359375,877977.0,2795065.0
2015-04-07,129.4375,129.5,129.125,129.359375,784025.0,2793850.0
2015-04-06,129.90625,130.03125,129.34375,129.421875,505767.0,2781047.0
2015-04-02,129.421875,129.71875,129.09375,129.171875,848819.0,2780495.0
2015-04-01,128.90625,129.515625,128.75,129.375,1093129.0,2767394.0
2015-03-31,128.71875,128.953125,128.5625,128.90625,1037002.0,2780484.0
2015-03-30,128.546875,128.765625,128.4375,128.59375,768677.0,2837721.0
2015-03-27,128.390625,128.703125,128.25,128.6875,923543.0,2848768.0
2015-03-26,128.71875,129.0625,128.171875,128.234375,1317271.0,2813217.0
2015-03-25,129.15625,129.390625,128.75,128.8125,983311.0,2789996.0
2015-03-24,128.875,129.21875,128.75,129.09375,951765.0,2771193.0
2015-03-23,128.6875,128.9375,128.609375,128.84375,731373.0,2721429.0
2015-03-20,128.234375,128.765625,128.234375,128.6875,773514.0,2683310.0
2015-03-19,128.75,129.015625,128.078125,128.21875,1314757.0,2652418.0
2015-03-18,127.515625,128.953125,127.5,128.5625,1356634.0,2604354.0
2015-03-17,127.375,127.703125,127.3125,127.5,758651.0,2624934.0
2015-03-16,127.078125,127.515625,127.046875,127.21875,723061.0,2642331.0
2015-03-13,127.03125,127.375,126.78125,127.109375,987491.0,2632466.0
2015-03-12,126.96875,127.671875,126.890625,127.203125,1447507.0,2610983.0
2015-03-11,126.890625,127.171875,126.625,126.984375,1210283.0,2577164.0
2015-03-10,126.46875,127.078125,126.28125,126.921875,1267736.0,2564321.0
2015-03-09,126.078125,126.46875,125.953125,126.421875,910458.0,2526725.0
2015-03-06,127.046875,127.5,125.921875,126.0625,1711681.0,2481498.0
2015-03-05,126.953125,127.1875,126.734375,127.0625,1083262.0,2461611.0
2015-03-04,126.859375,127.109375,126.71875,126.90625,932498.0,2455422.0
2015-03-03,127.140625,127.234375,126.765625,126.8125,1177914.0,2468183.0
2015-03-02,127.796875,127.875,127.046875,127.125,1180412.0,2415374.0
2015-02-27,127.709375,127.984375,127.490625,127.921875,1122805.6,1935101.0
2015-02-26,128.328125,128.646875,127.709375,127.896875,1387834.2,1462505.2
2015-02-25,128.459375,128.634375,128.265625,128.46875,1839721.6,1353463.6
2015-02-24,127.89375,128.653125,127.440625,128.559375,2271190.0,1757727.2
2015-02-23,127.5,128.046875,127.421875,128.015625,1378442.0,2372957.0
2015-02-20,127.546875,128.234375,127.3125,127.40625,1501818.0,2443737.0
2015-02-19,127.96875,128.25,127.5,127.59375,1216270.0,2482907.0
2015-02-18,127.359375,128.25,127.0625,128.015625,1619814.0,2504648.0
2015-02-17,128.046875,128.4375,127.140625,127.25,1642443.0,2497803.0
2015-02-13,128.4375,128.5,128.046875,128.234375,904973.0,2521706.0
2015-02-12,128.15625,128.59375,127.859375,128.421875,1480079.0,2487269.0
2015-02-11,128.375,128.59375,128.0,128.359375,1110345.0,2508285.0
